Device Type,GENEActiv,,,,,
2026-07-30 12:07:00:170,-0.3937,0.124,-0.8912,360,0,28.2
2026-07-30 12:07:00:180,-0.4053,0.1431,-0.8873,360,0,28.2
2026-07-30 12:07:00:190,-0.4014,0.1355,-0.8794,360,0,28.2
2026-07-30 12:07:00:200,-0.3976,0.147,-0.8912,352,0,28.2
2026-07-30 12:07:00:210,-0.3937,0.1355,-0.8873,352,0,28.2
2026-07-30 12:07:00:220,-0.4092,0.1508,-0.8873,352,0,28.2
2026-07-30 12:07:00:230,-0.3937,0.1508,-0.8912,352,0,28.2
2026-07-30 12:07:00:240,-0.4053,0.1317,-0.911,352,0,28.2
2026-07-30 12:07:00:250,-0.4014,0.1355,-0.8952,356,0,28.2
2026-07-30 12:07:00:260,-0.4131,0.1355,-0.8873,356,0,28.2
2026-07-30 12:07:00:270,-0.4131,0.1355,-0.8952,356,0,28.2
2026-07-30 12:07:00:280,-0.4014,0.1355,-0.9031,364,0,28.2
2026-07-30 12:07:00:290,-0.4053,0.1317,-0.8991,364,0,28.2
2026-07-30 12:07:00:300,-0.3937,0.147,-0.8952,364,0,28.2
2026-07-30 12:07:00:310,-0.3937,0.147,-0.907,364,0,28.2
2026-07-30 12:07:00:320,-0.3937,0.1431,-0.9031,364,0,28.2
2026-07-30 12:07:00:330,-0.3859,0.1278,-0.9031,360,0,28.2
2026-07-30 12:07:00:340,-0.3898,0.147,-0.907,360,0,28.2
2026-07-30 12:07:00:350,-0.4014,0.1431,-0.9031,360,0,28.2
2026-07-30 12:07:00:360,-0.4092,0.1278,-0.907,352,0,28.2
2026-07-30 12:07:00:370,-0.3976,0.1278,-0.8794,352,0,28.2
2026-07-30 12:07:00:380,-0.4053,0.1317,-0.9031,352,0,28.2
2026-07-30 12:07:00:390,-0.4053,0.1278,-0.9031,352,0,28.2
2026-07-30 12:07:00:400,-0.4092,0.1278,-0.8873,352,0,28.2
2026-07-30 12:07:00:410,-0.4131,0.1431,-0.8952,360,0,28.2
2026-07-30 12:07:00:420,-0.3898,0.1317,-0.8794,360,0,28.2
2026-07-30 12:07:00:430,-0.3937,0.1278,-0.8912,360,0,28.2
2026-07-30 12:07:00:440,-0.4053,0.1355,-0.8912,364,0,28.2
2026-07-30 12:07:00:450,-0.3976,0.1202,-0.8952,364,0,28.2
2026-07-30 12:07:00:460,-0.3937,0.1355,-0.8754,364,0,28.2
2026-07-30 12:07:00:470,-0.3976,0.1431,-0.911,364,0,28.2
2026-07-30 12:07:00:480,-0.3937,0.1393,-0.8991,364,0,28.2
2026-07-30 12:07:00:490,-0.3666,0.1393,-0.9387,360,0,28.2
2026-07-30 12:07:00:500,-0.3472,0.1278,-0.9229,360,0,28.2
2026-07-30 12:07:00:510,-0.3666,0.1278,-0.907,352,0,28.2
2026-07-30 12:07:00:520,-0.4131,0.1278,-0.9031,352,0,28.2
2026-07-30 12:07:00:530,-0.3898,0.124,-0.9268,352,0,28.2
2026-07-30 12:07:00:540,-0.3782,0.1164,-0.9031,356,0,28.2
2026-07-30 12:07:00:550,-0.3666,0.1355,-0.8952,356,0,28.2
2026-07-30 12:07:00:560,-0.3859,0.1278,-0.8873,356,0,28.2
2026-07-30 12:07:00:570,-0.3898,0.1317,-0.907,360,0,28.2
2026-07-30 12:07:00:580,-0.3743,0.1202,-0.9268,360,0,28.2
2026-07-30 12:07:00:590,-0.3627,0.1202,-0.911,368,0,28.2
2026-07-30 12:07:00:600,-0.3588,0.1278,-0.8991,368,0,28.2
2026-07-30 12:07:00:610,-0.3704,0.1355,-0.911,368,0,28.2
2026-07-30 12:07:00:620,-0.3123,0.1011,-0.8794,364,0,28.2
2026-07-30 12:07:00:630,-0.3278,0.1202,-0.9426,364,0,28.2
2026-07-30 12:07:00:640,-0.2891,0.0782,-0.9268,364,0,28.2
2026-07-30 12:07:00:650,-0.3472,0.0896,-0.8873,360,0,28.2
2026-07-30 12:07:00:660,-0.3937,0.1278,-0.9031,360,0,28.2
2026-07-30 12:07:00:670,-0.4363,0.1508,-0.8873,356,0,28.2
2026-07-30 12:07:00:680,-0.4944,0.1699,-0.8991,356,0,28.2
2026-07-30 12:07:00:690,-0.5331,0.1622,-0.8833,356,0,28.2
2026-07-30 12:07:00:700,-0.5564,0.1622,-0.8715,360,0,28.2
2026-07-30 12:07:00:710,-0.5176,0.1431,-0.8596,360,0,28.2
2026-07-30 12:07:00:720,-0.4983,0.147,-0.8557,360,0,28.2
2026-07-30 12:07:00:730,-0.506,0.1202,-0.832,368,0,28.2
2026-07-30 12:07:00:740,-0.4867,0.1317,-0.8636,368,0,28.2
2026-07-30 12:07:00:750,-0.4712,0.1508,-0.8991,376,0,28.2
2026-07-30 12:07:00:760,-0.4363,0.1584,-0.8715,376,0,28.2
2026-07-30 12:07:00:770,-0.4479,0.1546,-0.8596,376,0,28.2
2026-07-30 12:07:00:780,-0.475,0.147,-0.8873,372,0,28.2
2026-07-30 12:07:00:790,-0.5215,0.1393,-0.8794,372,0,28.2
2026-07-30 12:07:00:800,-0.537,0.1393,-0.9149,372,0,28.2
2026-07-30 12:07:00:810,-0.5215,0.147,-0.9308,364,0,28.2
2026-07-30 12:07:00:820,-0.5215,0.1278,-0.9347,364,0,28.2
2026-07-30 12:07:00:830,-0.5176,0.1278,-0.9189,360,0,28.2
2026-07-30 12:07:00:840,-0.5176,0.1317,-0.9031,360,0,28.2
2026-07-30 12:07:00:850,-0.4867,0.124,-0.9031,360,0,28.2
2026-07-30 12:07:00:860,-0.4789,0.1355,-0.8833,364,0,28.2
2026-07-30 12:07:00:870,-0.4324,0.1278,-0.9387,364,0,28.2
2026-07-30 12:07:00:880,-0.3859,0.1278,-0.9308,364,0,28.2
2026-07-30 12:07:00:890,-0.4014,0.1126,-0.911,372,0,28.2
2026-07-30 12:07:00:900,-0.4712,0.1011,-0.9347,372,0,28.2
2026-07-30 12:07:00:910,-0.506,0.0361,-1.0217,376,0,28.2
2026-07-30 12:07:00:920,-0.5486,0.0552,-1.1323,376,0,28.2
2026-07-30 12:07:00:930,-0.3821,0.0896,-1.0809,376,0,28.2
2026-07-30 12:07:00:940,-0.2968,0.1087,-1.0177,376,0,28.2
2026-07-30 12:07:00:950,-0.3201,0.1317,-1.0454,376,0,28.2
2026-07-30 12:07:00:960,-0.2968,0.1622,-1.0335,380,0,28.2
2026-07-30 12:07:00:970,-0.2155,0.1584,-1.0177,380,0,28.2
2026-07-30 12:07:00:980,-0.2,0.1431,-1.0177,380,0,28.2
2026-07-30 12:07:00:990,-0.293,0.1546,-1.0138,380,0,28.2
2026-07-30 12:07:01:000,-0.3433,0.1355,-1.0098,380,0,28.2
2026-07-30 12:07:01:010,-0.2736,0.1355,-0.994,380,0,28.2
2026-07-30 12:07:01:020,-0.2039,0.1584,-0.8991,384,0,28.2
2026-07-30 12:07:01:030,-0.1613,0.2157,-0.8794,384,0,28.2
2026-07-30 12:07:01:040,-0.1303,0.2272,-0.8952,392,0,28.2
2026-07-30 12:07:01:050,-0.107,0.2463,-0.9308,392,0,28.2
2026-07-30 12:07:01:060,-0.0722,0.1966,-0.9663,392,0,28.2
2026-07-30 12:07:01:070,-0.0334,0.1699,-0.9545,408,0,28.2
2026-07-30 12:07:01:080,-0.0567,0.124,-0.9545,408,0,28.2
2026-07-30 12:07:01:090,-0.107,0.1508,-0.9545,408,0,28.2
2026-07-30 12:07:01:100,-0.1341,0.1431,-0.9821,396,0,28.2
2026-07-30 12:07:01:110,-0.0993,0.1317,-0.9821,396,0,28.2
2026-07-30 12:07:01:120,-0.0683,0.124,-0.9742,388,0,28.2
2026-07-30 12:07:01:130,-0.0024,0.1202,-0.9466,388,0,28.2
2026-07-30 12:07:01:140,0.0983,0.1164,-0.9229,388,0,28.2
2026-07-30 12:07:01:150,0.1409,0.1317,-0.9031,388,0,28.2
2026-07-30 12:07:01:160,0.1409,0.1355,-0.911,388,0,28.2
2026-07-30 12:07:01:170,0.1176,0.1164,-0.9031,388,0,28.2
2026-07-30 12:07:01:180,0.1331,0.1317,-0.9149,408,0,28.2
2026-07-30 12:07:01:190,0.1486,0.1087,-0.9268,408,0,28.2
2026-07-30 12:07:01:200,0.1525,0.1126,-0.9268,416,0,28.2
2026-07-30 12:07:01:210,0.1564,0.0973,-0.9229,416,0,28.2
2026-07-30 12:07:01:220,0.1603,0.1087,-0.911,416,0,28.2
2026-07-30 12:07:01:230,0.1874,0.1049,-0.911,416,0,28.2
2026-07-30 12:07:01:240,0.1951,0.0782,-0.8399,416,0,28.2
2026-07-30 12:07:01:250,0.199,0.0591,-0.8675,416,0,28.2
2026-07-30 12:07:01:260,0.2261,0.0514,-0.8794,404,0,28.2
2026-07-30 12:07:01:270,0.2184,0.0438,-0.911,404,0,28.2
2026-07-30 12:07:01:280,0.2067,0.0323,-0.9466,388,0,28.2
2026-07-30 12:07:01:290,0.2184,0.0132,-0.9703,388,0,28.2
2026-07-30 12:07:01:300,0.1951,0.0056,-0.9624,388,0,28.2
2026-07-30 12:07:01:310,0.199,0.0132,-0.9584,388,0,28.2
2026-07-30 12:07:01:320,0.2029,0.0132,-0.9426,388,0,28.2
2026-07-30 12:07:01:330,0.2106,0.0018,-0.907,388,0,28.2
2026-07-30 12:07:01:340,0.1874,0.0094,-0.8991,392,0,28.2
2026-07-30 12:07:01:350,0.2184,-0.0097,-0.9229,392,0,28.2
2026-07-30 12:07:01:360,0.2803,-0.0059,-0.8991,404,0,28.2
2026-07-30 12:07:01:370,0.3036,-0.0212,-0.911,404,0,28.2
2026-07-30 12:07:01:380,0.3307,-0.0173,-0.8557,404,0,28.2
2026-07-30 12:07:01:390,0.3075,0.0132,-0.8912,404,0,28.2
2026-07-30 12:07:01:400,0.3036,-0.0441,-0.8873,404,0,28.2
2026-07-30 12:07:01:410,0.3191,-0.0326,-0.8912,404,0,28.2
2026-07-30 12:07:01:420,0.3346,-0.0326,-0.907,392,0,28.2
2026-07-30 12:07:01:430,0.3384,-0.0517,-0.9229,392,0,28.2
2026-07-30 12:07:01:440,0.3346,-0.0708,-0.9347,388,0,28.2
2026-07-30 12:07:01:450,0.3501,-0.067,-0.9545,388,0,28.2
2026-07-30 12:07:01:460,0.3423,-0.0747,-0.9584,388,0,28.2
2026-07-30 12:07:01:470,0.323,-0.0556,-0.9584,392,0,28.2
2026-07-30 12:07:01:480,0.3113,-0.0403,-0.9387,392,0,28.2
2026-07-30 12:07:01:490,0.3346,-0.0135,-0.9189,408,0,28.2
2026-07-30 12:07:01:500,0.3384,-0.0173,-0.9229,408,0,28.2
2026-07-30 12:07:01:510,0.3656,-0.0326,-0.8912,408,0,28.2
2026-07-30 12:07:01:520,0.3772,-0.0365,-0.8952,412,0,28.2
2026-07-30 12:07:01:530,0.3578,-0.0403,-0.8754,412,0,28.2
2026-07-30 12:07:01:540,0.3346,-0.0212,-0.8873,412,0,28.2
2026-07-30 12:07:01:550,0.3423,-0.0135,-0.8912,412,0,28.2
2026-07-30 12:07:01:560,0.3811,-0.0479,-0.8873,412,0,28.2
2026-07-30 12:07:01:570,0.3423,-0.0517,-0.9031,404,0,28.2
2026-07-30 12:07:01:580,0.3268,-0.0212,-0.9149,404,0,28.2
2026-07-30 12:07:01:590,0.2997,0.0056,-0.8873,404,0,28.2
2026-07-30 12:07:01:600,0.3346,-0.025,-0.9149,396,0,28.2
2026-07-30 12:07:01:610,0.3772,0.0056,-0.8794,396,0,28.2
2026-07-30 12:07:01:620,0.3578,0.04,-0.8833,396,0,28.2
2026-07-30 12:07:01:630,0.2687,0.0782,-0.8991,408,0,28.2
2026-07-30 12:07:01:640,0.292,0.0285,-0.9149,408,0,28.2
2026-07-30 12:07:01:650,0.3075,0.0094,-0.9347,416,0,28.2
2026-07-30 12:07:01:660,0.1912,-0.0135,-0.9742,416,0,28.2
2026-07-30 12:07:01:670,0.2648,-0.0059,-0.8715,416,0,28.2
2026-07-30 12:07:01:680,0.3036,0.0361,-0.9229,420,0,28.2
2026-07-30 12:07:01:690,0.2997,0.0018,-0.9189,420,0,28.2
2026-07-30 12:07:01:700,0.2958,0.0247,-0.9426,420,0,28.2
2026-07-30 12:07:01:710,0.3036,0.0094,-0.911,416,0,28.2
2026-07-30 12:07:01:720,0.2803,0.0132,-0.9189,416,0,28.2
2026-07-30 12:07:01:730,0.2765,0.0667,-0.9229,408,0,28.2
2026-07-30 12:07:01:740,0.323,0.0438,-0.9426,408,0,28.2
2026-07-30 12:07:01:750,0.3462,0.0056,-0.9229,408,0,28.2
2026-07-30 12:07:01:760,0.323,-0.0021,-0.9229,404,0,28.2
2026-07-30 12:07:01:770,0.3191,0.0094,-0.9189,404,0,28.2
2026-07-30 12:07:01:780,0.3113,-0.0059,-0.9229,404,0,28.2
2026-07-30 12:07:01:790,0.3384,-0.0059,-0.9229,412,0,28.2
2026-07-30 12:07:01:800,0.323,-0.0403,-0.9268,412,0,28.2
2026-07-30 12:07:01:810,0.3307,-0.0326,-0.9505,420,0,28.2
2026-07-30 12:07:01:820,0.3539,0.0247,-0.9229,420,0,28.2
2026-07-30 12:07:01:830,0.3423,0.0705,-0.8952,420,0,28.2
2026-07-30 12:07:01:840,0.323,0.1278,-0.8675,420,0,28.2
2026-07-30 12:07:01:850,0.2958,0.04,-0.8952,420,0,28.2
2026-07-30 12:07:01:860,0.3075,0.0018,-0.9031,416,0,28.2
2026-07-30 12:07:01:870,0.3268,0.0056,-0.9229,416,0,28.2
2026-07-30 12:07:01:880,0.323,0.0094,-0.8991,416,0,28.2
2026-07-30 12:07:01:890,0.3462,0.0247,-0.8991,408,0,28.2
2026-07-30 12:07:01:900,0.3617,0.0247,-0.8833,408,0,28.2
2026-07-30 12:07:01:910,0.3733,0.0476,-0.8794,408,0,28.2
2026-07-30 12:07:01:920,0.3617,0.0438,-0.8754,404,0,28.2
2026-07-30 12:07:01:930,0.3849,0.0667,-0.8794,404,0,28.2
2026-07-30 12:07:01:940,0.3888,0.0552,-0.8833,408,0,28.2
2026-07-30 12:07:01:950,0.3811,0.0438,-0.907,408,0,28.2
2026-07-30 12:07:01:960,0.3966,0.04,-0.8794,408,0,28.2
2026-07-30 12:07:01:970,0.3966,0.0361,-0.9149,416,0,28.2
2026-07-30 12:07:01:980,0.3617,0.04,-0.9149,416,0,28.2
2026-07-30 12:07:01:990,0.3927,0.0323,-0.8991,416,0,28.2
2026-07-30 12:07:02:000,0.3927,0.0514,-0.8952,416,0,28.2
2026-07-30 12:07:02:010,0.3772,0.0361,-0.9229,416,0,28.2
2026-07-30 12:07:02:020,0.3772,0.017,-0.5632,408,0,28.2
2026-07-30 12:07:02:030,0.536,-0.0021,-0.8873,408,0,28.2
2026-07-30 12:07:02:040,0.1951,-0.1434,-0.9031,408,0,28.2
2026-07-30 12:07:02:050,0.0092,-0.216,-0.9821,404,0,28.2
2026-07-30 12:07:02:060,0.1215,-0.2084,-0.9703,404,0,28.2
2026-07-30 12:07:02:070,0.2067,-0.1396,-0.9466,404,0,28.2
2026-07-30 12:07:02:080,0.2455,-0.0556,-0.9545,404,0,28.2
2026-07-30 12:07:02:090,0.199,-0.0288,-0.9387,404,0,28.2
2026-07-30 12:07:02:100,0.1564,-0.0288,-0.9624,412,0,28.2
2026-07-30 12:07:02:110,0.1719,-0.0441,-0.9466,412,0,28.2
2026-07-30 12:07:02:120,0.2765,-0.025,-0.9149,412,0,28.2
2026-07-30 12:07:02:130,0.3191,-0.0326,-0.8952,416,0,28.2
2026-07-30 12:07:02:140,0.3539,-0.0441,-0.8636,416,0,28.2
2026-07-30 12:07:02:150,0.3539,-0.0479,-0.907,416,0,28.2
2026-07-30 12:07:02:160,0.3384,-0.0441,-0.8833,412,0,28.2
2026-07-30 12:07:02:170,0.3268,-0.0135,-0.9031,412,0,28.2
2026-07-30 12:07:02:180,0.3075,-0.0021,-0.9149,404,0,28.2
2026-07-30 12:07:02:190,0.3075,-0.0021,-0.911,404,0,28.2
2026-07-30 12:07:02:200,0.2377,-0.0021,-0.8557,404,0,28.2
2026-07-30 12:07:02:210,0.1951,-0.0173,-0.8873,396,0,28.2
2026-07-30 12:07:02:220,0.1874,-0.0135,-0.9426,396,0,28.2
2026-07-30 12:07:02:230,0.2222,0.0056,-0.9663,396,0,28.2
2026-07-30 12:07:02:240,0.2571,0.0132,-0.9584,396,0,28.2
2026-07-30 12:07:02:250,0.2726,0.0247,-0.9584,396,0,28.2
2026-07-30 12:07:02:260,0.2648,0.0247,-0.8675,408,0,28.2
2026-07-30 12:07:02:270,0.2571,0.0247,-0.8478,408,0,28.2
2026-07-30 12:07:02:280,0.2145,0.0285,-0.8794,408,0,28.2
2026-07-30 12:07:02:290,0.1874,0.0323,-0.9189,416,0,28.2
2026-07-30 12:07:02:300,0.1758,0.0323,-0.9782,416,0,28.2
2026-07-30 12:07:02:310,0.1951,0.0056,-1.0138,416,0,28.2
2026-07-30 12:07:02:320,0.2377,0.0209,-1.0019,412,0,28.2
2026-07-30 12:07:02:330,0.2222,0.0209,-0.9782,412,0,28.2
2026-07-30 12:07:02:340,0.1758,0.0361,-0.9347,408,0,28.2
2026-07-30 12:07:02:350,0.1486,0.0514,-0.9229,408,0,28.2
2026-07-30 12:07:02:360,0.1215,0.0438,-0.9308,408,0,28.2
2026-07-30 12:07:02:370,0.1138,0.0056,-0.9189,404,0,28.2
2026-07-30 12:07:02:380,0.0673,0.0018,-0.9545,404,0,28.2
2026-07-30 12:07:02:390,0.0518,-0.0326,-0.994,408,0,28.2
2026-07-30 12:07:02:400,0.0712,-0.0173,-1.0058,408,0,28.2
2026-07-30 12:07:02:410,0.137,0.0018,-1.0019,408,0,28.2
2026-07-30 12:07:02:420,0.1448,0.0132,-0.9861,420,0,28.2
2026-07-30 12:07:02:430,0.0983,-0.0021,-0.994,420,0,28.2
2026-07-30 12:07:02:440,0.0634,-0.025,-1.0138,420,0,28.2
2026-07-30 12:07:02:450,0.0557,-0.0441,-1.0098,424,0,28.2
2026-07-30 12:07:02:460,0.0867,-0.0594,-0.99,424,0,28.2
2026-07-30 12:07:02:470,0.1099,-0.0632,-1.0019,424,0,28.2
2026-07-30 12:07:02:480,0.2029,-0.0326,-0.8596,424,0,28.2
2026-07-30 12:07:02:490,0.1951,0.0018,-0.8478,424,0,28.2
2026-07-30 12:07:02:500,0.1215,0.0285,-0.8912,412,0,28.2
2026-07-30 12:07:02:510,-0.0334,0.0018,-0.9979,412,0,28.2
2026-07-30 12:07:02:520,-0.1729,-0.0365,-1.077,412,0,28.2
2026-07-30 12:07:02:530,-0.2039,-0.1129,-1.1323,408,0,28.2
2026-07-30 12:07:02:540,-0.1303,-0.1014,-1.1165,408,0,28.2
2026-07-30 12:07:02:550,-0.0528,-0.0517,-1.1205,408,0,28.2
2026-07-30 12:07:02:560,0.0014,0.0132,-1.1007,408,0,28.2
2026-07-30 12:07:02:570,0.0324,0.0552,-1.077,408,0,28.2
2026-07-30 12:07:02:580,0.044,0.0629,-1.0414,416,0,28.2
2026-07-30 12:07:02:590,0.0518,0.04,-1.0533,416,0,28.2
2026-07-30 12:07:02:600,0.0479,0.0247,-1.0335,416,0,28.2
2026-07-30 12:07:02:610,0.0479,0.0094,-1.0651,420,0,28.2
2026-07-30 12:07:02:620,0.0557,-0.0059,-1.0651,420,0,28.2
2026-07-30 12:07:02:630,0.0673,0.0361,-1.0493,416,0,28.2
2026-07-30 12:07:02:640,0.0673,0.0705,-1.0256,416,0,28.2
2026-07-30 12:07:02:650,0.0673,0.0973,-1.0138,416,0,28.2
2026-07-30 12:07:02:660,0.0673,0.0935,-1.0098,408,0,28.2
2026-07-30 12:07:02:670,0.0285,0.0629,-1.0454,408,0,28.2
2026-07-30 12:07:02:680,0.0324,0.0361,-1.0335,408,0,28.2
2026-07-30 12:07:02:690,0.0324,0.0361,-1.0454,404,0,28.2
2026-07-30 12:07:02:700,0.0518,0.0247,-1.0414,404,0,28.2
2026-07-30 12:07:02:710,0.0712,0.0514,-1.0335,412,0,28.2
2026-07-30 12:07:02:720,0.0867,0.0744,-1.0296,412,0,28.2
2026-07-30 12:07:02:730,0.1215,0.1049,-1.0019,412,0,28.2
2026-07-30 12:07:02:740,0.1254,0.0973,-0.9861,420,0,28.2
2026-07-30 12:07:02:750,0.0828,0.124,-1.0019,420,0,28.2
2026-07-30 12:07:02:760,0.0324,0.0896,-1.0177,420,0,28.2
2026-07-30 12:07:02:770,0.0479,0.0629,-1.0651,420,0,28.2
2026-07-30 12:07:02:780,0.0673,0.082,-1.0691,420,0,28.2
2026-07-30 12:07:02:790,0.0828,0.124,-1.0414,416,0,28.2
2026-07-30 12:07:02:800,0.0518,0.1011,-1.0256,416,0,28.2
2026-07-30 12:07:02:810,0.0402,0.1049,-0.99,416,0,28.2
2026-07-30 12:07:02:820,0.0673,0.124,-0.9821,408,0,28.2
2026-07-30 12:07:02:830,0.137,0.1087,-0.8873,408,0,28.2
2026-07-30 12:07:02:840,0.1138,0.0935,-0.8715,408,0,28.2
2026-07-30 12:07:02:850,0.0479,0.0896,-0.9703,412,0,28.2
2026-07-30 12:07:02:860,0.0247,0.0858,-1.0138,412,0,28.2
2026-07-30 12:07:02:870,0.0479,0.082,-1.0454,420,0,28.2
2026-07-30 12:07:02:880,0.075,0.1278,-1.0375,420,0,28.2
2026-07-30 12:07:02:890,0.0712,0.1431,-1.0177,420,0,28.2
2026-07-30 12:07:02:900,0.0557,0.1355,-1.0177,428,0,28.2
2026-07-30 12:07:02:910,0.044,0.1202,-0.99,428,0,28.2
2026-07-30 12:07:02:920,0.0363,0.1278,-0.99,428,0,28.2
2026-07-30 12:07:02:930,0.0634,0.1317,-0.9782,428,0,28.2
2026-07-30 12:07:02:940,0.0828,0.1317,-0.9624,428,0,28.2
2026-07-30 12:07:02:950,0.0789,0.1202,-0.9426,424,0,28.2
2026-07-30 12:07:02:960,0.075,0.1317,-0.9466,424,0,28.2
2026-07-30 12:07:02:970,0.0789,0.1164,-0.9308,424,0,28.2
2026-07-30 12:07:02:980,0.0905,0.1202,-0.911,416,0,28.2
2026-07-30 12:07:02:990,0.0712,0.124,-0.9189,416,0,28.2
2026-07-30 12:07:03:000,0.0324,0.1087,-0.907,420,0,28.2
2026-07-30 12:07:03:010,0.0363,0.124,-0.907,420,0,28.2
2026-07-30 12:07:03:020,0.0363,0.1126,-0.907,428,0,28.2
2026-07-30 12:07:03:030,0.0479,0.1049,-0.9426,428,0,28.2
2026-07-30 12:07:03:040,0.0518,0.1164,-0.9268,428,0,28.2
2026-07-30 12:07:03:050,0.0402,0.1049,-0.9189,432,0,28.2
2026-07-30 12:07:03:060,-0.0102,0.1011,-0.9189,432,0,28.2
2026-07-30 12:07:03:070,-0.0063,0.082,-0.9149,432,0,28.2
2026-07-30 12:07:03:080,0.0014,0.0858,-0.9031,432,0,28.2
2026-07-30 12:07:03:090,0.0169,0.0858,-0.8952,432,0,28.2
2026-07-30 12:07:03:100,0.0169,0.0782,-0.8873,420,0,28.2
2026-07-30 12:07:03:110,0.0014,0.0744,-0.907,420,0,28.2
2026-07-30 12:07:03:120,-0.0218,0.0858,-0.9387,420,0,28.2
2026-07-30 12:07:03:130,-0.0024,0.0744,-0.9149,412,0,28.2
2026-07-30 12:07:03:140,0.0169,0.0896,-0.9466,412,0,28.2
2026-07-30 12:07:03:150,-0.0063,0.0896,-0.9821,412,0,28.2
2026-07-30 12:07:03:160,0.0014,0.1126,-1.0098,416,0,28.2
2026-07-30 12:07:03:170,0.0247,0.1164,-1.0375,416,0,28.2
2026-07-30 12:07:03:180,0.0595,0.1049,-0.9821,420,0,28.2
2026-07-30 12:07:03:190,0.0673,0.1049,-0.9782,420,0,28.2
2026-07-30 12:07:03:200,0.0247,0.1011,-0.9584,420,0,28.2
2026-07-30 12:07:03:210,0.0285,0.1317,-0.9663,424,0,28.2
2026-07-30 12:07:03:220,0.0479,0.1355,-0.9861,424,0,28.2
2026-07-30 12:07:03:230,0.0595,0.124,-1.0375,424,0,28.2
2026-07-30 12:07:03:240,0.0673,0.0935,-1.0493,416,0,28.2
